date,observation_type,total_absolute_weight_deviation,maximum_asset_weight_deviation,cash_residual,materially_off_target,intended_positions,actual_positions
2016-04-29,monthly_review,0.00819301,0.00279140,0.00023281,False,513500.SS:0.1429;513100.SS:0.1429;518880.SS:0.1429;511010.SS:0.5714,513500.SS:0.1456;513100.SS:0.1408;518880.SS:0.1439;511010.SS:0.5694
2016-05-03,execution,0.14321701,0.06807436,0.07154610,True,513500.SS:0.1429;513030.SS:0.1429;518880.SS:0.1429;511010.SS:0.5714,513500.SS:0.1428;513030.SS:0.0748;518880.SS:0.1429;511010.SS:0.5679
2016-05-31,monthly_review,0.15225349,0.06794645,0.07166847,True,513500.SS:0.1429;513030.SS:0.1429;518880.SS:0.1429;511010.SS:0.5714,513500.SS:0.1473;513030.SS:0.0749;518880.SS:0.1365;511010.SS:0.5696
2016-06-01,execution,0.00130402,0.00034674,0.00019303,False,513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;518880.SS:0.1429;511010.SS:0.2857,513500.SS:0.1430;513100.SS:0.1429;159920.SZ:0.1430;513030.SS:0.1430;518880.SS:0.1426;511010.SS:0.2854
2016-06-30,monthly_review,0.02596927,0.01153300,0.00019133,False,513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;518880.SS:0.1429;511010.SS:0.2857,513500.SS:0.1424;513100.SS:0.1381;159920.SZ:0.1441;513030.SS:0.1363;518880.SS:0.1544;511010.SS:0.2845
2016-07-01,execution,0.01658676,0.00823606,0.00829338,False,513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;518880.SS:0.1429;511010.SS:0.4286,513500.SS:0.1428;513100.SS:0.1429;159920.SZ:0.1428;518880.SS:0.1428;511010.SS:0.4203
2016-07-29,monthly_review,0.04916882,0.01994141,0.00802155,False,513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;518880.SS:0.1429;511010.SS:0.4286,513500.SS:0.1515;513100.SS:0.1484;159920.SZ:0.1452;518880.SS:0.1382;511010.SS:0.4086
2016-08-01,execution,0.00133247,0.00066399,0.00015041,False,513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;518880.SS:0.1429;511010.SS:0.2857,513500.SS:0.1429;513100.SS:0.1430;159920.SZ:0.1429;513030.SS:0.1429;518880.SS:0.1422;511010.SS:0.2860
2016-08-31,monthly_review,0.01712949,0.00535569,0.00014894,False,513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;518880.SS:0.1429;511010.SS:0.2857,513500.SS:0.1411;513100.SS:0.1435;159920.SZ:0.1482;513030.SS:0.1452;518880.SS:0.1382;511010.SS:0.2836
2016-09-01,execution,0.00051110,0.00016887,0.00000750,False,510300.SS:0.1429;510500.SS:0.1429;513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;518880.SS:0.1429,510300.SS:0.1429;510500.SS:0.1427;513500.SS:0.1429;513100.SS:0.1430;159920.SZ:0.1429;513030.SS:0.1429;518880.SS:0.1428
2016-09-30,monthly_review,0.01372859,0.00426490,0.00000746,False,510300.SS:0.1429;510500.SS:0.1429;513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;518880.SS:0.1429,510300.SS:0.1410;510500.SS:0.1414;513500.SS:0.1471;513100.SS:0.1434;159920.SZ:0.1442;513030.SS:0.1394;518880.SS:0.1436
2016-10-31,monthly_review,0.01810233,0.00831131,0.00000736,False,510300.SS:0.1429;510500.SS:0.1429;513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;518880.SS:0.1429,510300.SS:0.1421;510500.SS:0.1417;513500.SS:0.1512;513100.SS:0.1436;159920.SZ:0.1423;513030.SS:0.1403;518880.SS:0.1388
2016-11-30,monthly_review,0.05271699,0.02012799,0.00000719,True,510300.SS:0.1429;510500.SS:0.1429;513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;518880.SS:0.1429,510300.SS:0.1471;510500.SS:0.1415;513500.SS:0.1630;513100.SS:0.1448;159920.SZ:0.1395;513030.SS:0.1350;518880.SS:0.1290
2016-12-01,execution,0.01664643,0.00816876,0.00800865,False,510300.SS:0.1429;510500.SS:0.1429;513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;511010.SS:0.1429,510300.SS:0.1429;510500.SS:0.1427;513500.SS:0.1430;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;511010.SS:0.1347
2016-12-30,monthly_review,0.05674841,0.01347436,0.00815992,True,510300.SS:0.1429;510500.SS:0.1429;513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;511010.SS:0.1429,510300.SS:0.1347;510500.SS:0.1375;513500.SS:0.1365;513100.SS:0.1496;159920.SZ:0.1412;513030.SS:0.1563;511010.SS:0.1361
2017-01-26,monthly_review,0.08538415,0.01909391,0.01024585,True,510300.SS:0.1429;510500.SS:0.1429;513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;511010.SS:0.1429,510300.SS:0.1343;510500.SS:0.1351;513500.SS:0.1247;513100.SS:0.1531;159920.SZ:0.1460;513030.SS:0.1620;511010.SS:0.1347
2017-02-03,execution,0.00984091,0.00488273,0.00467266,False,510300.SS:0.1429;513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;511010.SS:0.2857,510300.SS:0.1430;513500.SS:0.1429;513100.SS:0.1428;159920.SZ:0.1429;513030.SS:0.1429;511010.SS:0.2808
2017-02-28,monthly_review,0.02867255,0.00971415,0.00457970,False,510300.SS:0.1429;513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;511010.SS:0.2857,510300.SS:0.1434;513500.SS:0.1471;513100.SS:0.1465;159920.SZ:0.1442;513030.SS:0.1382;511010.SS:0.2760
2017-03-01,execution,0.00064844,0.00027080,0.00007097,False,510300.SS:0.1429;510500.SS:0.1429;513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;518880.SS:0.1429,510300.SS:0.1428;510500.SS:0.1429;513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;518880.SS:0.1426
2017-03-31,monthly_review,0.01731726,0.00562930,0.00006976,False,510300.SS:0.1429;510500.SS:0.1429;513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;518880.SS:0.1429,510300.SS:0.1406;510500.SS:0.1389;513500.SS:0.1435;513100.SS:0.1448;159920.SZ:0.1433;513030.SS:0.1485;518880.SS:0.1405
2017-04-28,monthly_review,0.02762127,0.00955095,0.00006955,False,510300.SS:0.1429;510500.SS:0.1429;513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;518880.SS:0.1429,510300.SS:0.1392;510500.SS:0.1346;513500.SS:0.1411;513100.SS:0.1452;159920.SZ:0.1447;513030.SS:0.1524;518880.SS:0.1426
2017-05-02,execution,0.00903003,0.00451501,0.00405283,False,510300.SS:0.1429;513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;518880.SS:0.1429;511010.SS:0.1429,510300.SS:0.1430;513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;518880.SS:0.1430;511010.SS:0.1383
2017-05-31,monthly_review,0.02642832,0.00723955,0.00400269,False,510300.SS:0.1429;513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;518880.SS:0.1429;511010.SS:0.1429,510300.SS:0.1438;513500.SS:0.1392;513100.SS:0.1456;159920.SZ:0.1471;513030.SS:0.1441;518880.SS:0.1406;511010.SS:0.1356
2017-06-01,execution,0.00827402,0.00408485,0.00386281,False,510300.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;518880.SS:0.1429;511010.SS:0.2857,510300.SS:0.1430;513100.SS:0.1428;159920.SZ:0.1429;513030.SS:0.1429;518880.SS:0.1428;511010.SS:0.2816
2017-06-30,monthly_review,0.02510078,0.00801479,0.00386807,False,510300.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;518880.SS:0.1429;511010.SS:0.2857,510300.SS:0.1509;513100.SS:0.1380;159920.SZ:0.1435;513030.SS:0.1414;518880.SS:0.1398;511010.SS:0.2826
2017-07-03,execution,0.01737336,0.00855615,0.00860735,False,510300.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;511010.SS:0.4286,510300.SS:0.1427;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;511010.SS:0.4200
2017-07-31,monthly_review,0.03543950,0.01590846,0.00846739,False,510300.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;511010.SS:0.4286,510300.SS:0.1451;513100.SS:0.1447;159920.SZ:0.1480;513030.SS:0.1410;511010.SS:0.4127
2017-08-01,execution,0.00260093,0.00130046,0.00015097,False,510300.SS:0.1429;510500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;518880.SS:0.1429;511010.SS:0.1429,510300.SS:0.1431;510500.SS:0.1430;513100.SS:0.1430;159920.SZ:0.1430;513030.SS:0.1430;518880.SS:0.1416;511010.SS:0.1433
2017-08-31,monthly_review,0.01228855,0.00387694,0.00015040,False,510300.SS:0.1429;510500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;518880.SS:0.1429;511010.SS:0.1429,510300.SS:0.1449;510500.SS:0.1467;513100.SS:0.1407;159920.SZ:0.1421;513030.SS:0.1409;518880.SS:0.1416;511010.SS:0.1429
2017-09-29,monthly_review,0.01884460,0.00585401,0.00014905,False,510300.SS:0.1429;510500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;518880.SS:0.1429;511010.SS:0.1429,510300.SS:0.1443;510500.SS:0.1487;513100.SS:0.1404;159920.SZ:0.1404;513030.SS:0.1449;518880.SS:0.1396;511010.SS:0.1416
2017-10-31,monthly_review,0.02516900,0.00689535,0.00014645,False,510300.SS:0.1429;510500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;518880.SS:0.1429;511010.SS:0.1429,510300.SS:0.1476;510500.SS:0.1447;513100.SS:0.1448;159920.SZ:0.1416;513030.SS:0.1468;518880.SS:0.1360;511010.SS:0.1384
2017-11-01,execution,0.00898907,0.00442389,0.00419026,False,510300.SS:0.1429;510500.SS:0.1429;513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;511010.SS:0.1429,510300.SS:0.1430;510500.SS:0.1428;513500.SS:0.1429;513100.SS:0.1430;159920.SZ:0.1429;513030.SS:0.1429;511010.SS:0.1384
2017-11-30,monthly_review,0.02173315,0.00617736,0.00418497,False,510300.SS:0.1429;510500.SS:0.1429;513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;511010.SS:0.1429,510300.SS:0.1430;510500.SS:0.1367;513500.SS:0.1437;513100.SS:0.1448;159920.SZ:0.1466;513030.SS:0.1428;511010.SS:0.1382
2017-12-01,execution,0.00314345,0.00152330,0.00148848,False,510300.SS:0.1429;513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;511010.SS:0.2857,510300.SS:0.1429;513500.SS:0.1429;513100.SS:0.1428;159920.SZ:0.1429;513030.SS:0.1429;511010.SS:0.2842
2017-12-29,monthly_review,0.00858033,0.00178880,0.00148734,False,510300.SS:0.1429;513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;511010.SS:0.2857,510300.SS:0.1434;513500.SS:0.1444;513100.SS:0.1419;159920.SZ:0.1435;513030.SS:0.1411;511010.SS:0.2841
2018-01-31,monthly_review,0.02458320,0.00810748,0.00302182,False,510300.SS:0.1429;513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;511010.SS:0.2857,510300.SS:0.1462;513500.SS:0.1433;513100.SS:0.1431;159920.SZ:0.1482;513030.SS:0.1387;511010.SS:0.2776
2018-02-28,monthly_review,0.01952566,0.00853882,0.00311003,False,510300.SS:0.1429;513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;511010.SS:0.2857,510300.SS:0.1416;513500.SS:0.1437;513100.SS:0.1458;159920.SZ:0.1437;513030.SS:0.1343;511010.SS:0.2878
2018-03-01,execution,0.08779794,0.04376254,0.00593375,True,510300.SS:0.1429;513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;511010.SS:0.4286,510300.SS:0.1427;513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1428;513030.SS:0.0379;511010.SS:0.3848
2018-03-30,monthly_review,0.08731469,0.03758848,0.00606886,True,510300.SS:0.1429;513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;511010.SS:0.4286,510300.SS:0.1405;513500.SS:0.1403;513100.SS:0.1402;159920.SZ:0.1407;513030.SS:0.0376;511010.SS:0.3947
2018-04-02,execution,0.00500593,0.00249043,0.00250296,False,513100.SS:0.1429;511010.SS:0.8571,513100.SS:0.1428;511010.SS:0.8547
2018-04-27,monthly_review,0.00861278,0.00430639,0.00247175,False,513100.SS:0.1429;511010.SS:0.8571,513100.SS:0.1447;511010.SS:0.8528
2018-05-02,execution,0.00871789,0.00435894,0.00006517,False,513100.SS:0.1429;159920.SZ:0.1429;511010.SS:0.7143,513100.SS:0.1429;159920.SZ:0.1385;511010.SS:0.7185
2018-05-31,monthly_review,0.01354787,0.00670920,0.00006473,False,513100.SS:0.1429;159920.SZ:0.1429;511010.SS:0.7143,513100.SS:0.1496;159920.SZ:0.1375;511010.SS:0.7129
2018-06-01,execution,0.00227866,0.00108116,0.00109577,False,513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;511010.SS:0.5714,513500.SS:0.1428;513100.SS:0.1428;159920.SZ:0.1429;511010.SS:0.5703
2018-06-29,monthly_review,0.03297419,0.01205921,0.00785446,False,513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;511010.SS:0.5714,513500.SS:0.1467;513100.SS:0.1476;159920.SZ:0.1308;511010.SS:0.5670
2018-07-02,execution,0.00589291,0.00293133,0.00292943,False,513500.SS:0.1429;513100.SS:0.1429;511010.SS:0.7143,513500.SS:0.1428;513100.SS:0.1429;511010.SS:0.7114
