date,observation_type,total_absolute_weight_deviation,maximum_asset_weight_deviation,cash_residual,materially_off_target,intended_positions,actual_positions
2015-02-27,monthly_review,0.34158473,0.16666667,0.15888399,True,510300.SS:0.1667;510500.SS:0.1667;513500.SS:0.1667;513100.SS:0.1667;159920.SZ:0.1667;518880.SS:0.1667,510300.SS:0.1697;510500.SS:0.1712;513500.SS:0.1676;513100.SS:0.1701;159920.SZ:0.1625
2015-03-02,execution,0.00646917,0.00315405,0.00309691,False,510300.SS:0.1667;510500.SS:0.1667;513500.SS:0.1667;513100.SS:0.1667;159920.SZ:0.1667;511010.SS:0.1667,510300.SS:0.1666;510500.SS:0.1667;513500.SS:0.1667;513100.SS:0.1667;159920.SZ:0.1667;511010.SS:0.1635
2015-03-31,monthly_review,0.07143636,0.02104474,0.00295105,True,510300.SS:0.1667;510500.SS:0.1667;513500.SS:0.1667;513100.SS:0.1667;159920.SZ:0.1667;511010.SS:0.1667,510300.SS:0.1784;510500.SS:0.1877;513500.SS:0.1564;513100.SS:0.1572;159920.SZ:0.1635;511010.SS:0.1538
2015-04-30,monthly_review,0.12818362,0.03501111,0.00271620,True,510300.SS:0.1667;510500.SS:0.1667;513500.SS:0.1667;513100.SS:0.1667;159920.SZ:0.1667;511010.SS:0.1667,510300.SS:0.1930;510500.SS:0.2017;513500.SS:0.1450;513100.SS:0.1468;159920.SZ:0.1663;511010.SS:0.1445
2015-05-29,monthly_review,0.17940542,0.06480311,0.00261520,True,510300.SS:0.1667;510500.SS:0.1667;513500.SS:0.1667;513100.SS:0.1667;159920.SZ:0.1667;511010.SS:0.1667,510300.SS:0.1890;510500.SS:0.2315;513500.SS:0.1408;513100.SS:0.1430;159920.SZ:0.1552;511010.SS:0.1380
2015-06-30,monthly_review,0.14383637,0.05129623,0.00274446,True,510300.SS:0.1667;510500.SS:0.1667;513500.SS:0.1667;513100.SS:0.1667;159920.SZ:0.1667;511010.SS:0.1667,510300.SS:0.1845;510500.SS:0.2180;513500.SS:0.1441;513100.SS:0.1465;159920.SZ:0.1600;511010.SS:0.1442
2015-07-31,monthly_review,0.06685014,0.02986924,0.00289740,True,510300.SS:0.1667;510500.SS:0.1667;513500.SS:0.1667;513100.SS:0.1667;159920.SZ:0.1667;511010.SS:0.1667,510300.SS:0.1673;510500.SS:0.1965;513500.SS:0.1569;513100.SS:0.1639;159920.SZ:0.1569;511010.SS:0.1555
2015-08-03,execution,0.00185778,0.00091341,0.00053810,False,510300.SS:0.1429;510500.SS:0.1429;513500.SS:0.1429;513100.SS:0.1429;511010.SS:0.4286,510300.SS:0.1430;510500.SS:0.1431;513500.SS:0.1429;513100.SS:0.1428;511010.SS:0.4277
2015-08-31,monthly_review,0.04581645,0.01852272,0.00056062,False,510300.SS:0.1429;510500.SS:0.1429;513500.SS:0.1429;513100.SS:0.1429;511010.SS:0.4286,510300.SS:0.1313;510500.SS:0.1315;513500.SS:0.1466;513100.SS:0.1430;511010.SS:0.4471
2015-09-01,execution,0.01540428,0.00770214,0.00764482,False,513500.SS:0.1429;513100.SS:0.1429;511010.SS:0.7143,513500.SS:0.1429;513100.SS:0.1429;511010.SS:0.7066
2015-09-30,monthly_review,0.01544707,0.00329789,0.00772354,False,513500.SS:0.1429;513100.SS:0.1429;511010.SS:0.7143,513500.SS:0.1402;513100.SS:0.1411;511010.SS:0.7110
2015-10-08,execution,0.59285520,0.29642760,0.29642760,True,511010.SS:1.0000,511010.SS:0.7036
2015-10-30,monthly_review,0.60104002,0.30052001,0.30052001,True,511010.SS:1.0000,511010.SS:0.6995
2015-11-02,execution,0.01045526,0.00522763,0.00513262,False,513500.SS:0.1429;513100.SS:0.1429;511010.SS:0.7143,513500.SS:0.1429;513100.SS:0.1429;511010.SS:0.7091
2015-11-30,monthly_review,0.01964767,0.00982384,0.00511146,False,513500.SS:0.1429;513100.SS:0.1429;511010.SS:0.7143,513500.SS:0.1453;513100.SS:0.1451;511010.SS:0.7045
2015-12-31,monthly_review,0.01984382,0.00992191,0.00505180,False,513500.SS:0.1429;513100.SS:0.1429;511010.SS:0.7143,513500.SS:0.1441;513100.SS:0.1465;511010.SS:0.7044
2016-01-29,monthly_review,0.02480561,0.00749005,0.00517663,False,513500.SS:0.1429;513100.SS:0.1429;511010.SS:0.7143,513500.SS:0.1379;513100.SS:0.1354;511010.SS:0.7215
2016-02-01,execution,0.12674846,0.06337423,0.00702652,True,518880.SS:0.1429;511010.SS:0.8571,513500.SS:0.0563;518880.SS:0.1429;511010.SS:0.7938
2016-02-29,monthly_review,0.14575029,0.07287514,0.00690663,True,518880.SS:0.1429;511010.SS:0.8571,513500.SS:0.0564;518880.SS:0.1525;511010.SS:0.7843
2016-03-01,execution,0.17363032,0.08681516,0.08262538,True,513500.SS:0.1429;518880.SS:0.1429;511010.SS:0.7143,513500.SS:0.0560;518880.SS:0.1429;511010.SS:0.7184
2016-03-31,monthly_review,0.18015604,0.08543506,0.08236450,True,513500.SS:0.1429;518880.SS:0.1429;511010.SS:0.7143,513500.SS:0.0574;518880.SS:0.1382;511010.SS:0.7220
2016-04-01,execution,0.07081315,0.03259075,0.03261061,True,513500.SS:0.1429;513100.SS:0.1429;518880.SS:0.1429;511010.SS:0.5714,513500.SS:0.1103;513100.SS:0.1429;518880.SS:0.1400;511010.SS:0.5742
2016-04-29,monthly_review,0.07009340,0.03040724,0.03261218,True,513500.SS:0.1429;513100.SS:0.1429;518880.SS:0.1429;511010.SS:0.5714,513500.SS:0.1124;513100.SS:0.1408;518880.SS:0.1453;511010.SS:0.5688
2016-05-03,execution,0.16364322,0.07778003,0.08177519,True,513500.SS:0.1429;513030.SS:0.1429;518880.SS:0.1429;511010.SS:0.5714,513500.SS:0.1428;513030.SS:0.0651;518880.SS:0.1429;511010.SS:0.5674
2016-05-31,monthly_review,0.17271236,0.07766870,0.08191508,True,513500.SS:0.1429;513030.SS:0.1429;518880.SS:0.1429;511010.SS:0.5714,513500.SS:0.1473;513030.SS:0.0652;518880.SS:0.1365;511010.SS:0.5691
2016-06-01,execution,0.01321075,0.00598600,0.00617734,False,513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;518880.SS:0.1429;511010.SS:0.2857,513500.SS:0.1430;513100.SS:0.1429;159920.SZ:0.1430;513030.SS:0.1430;518880.SS:0.1369;511010.SS:0.2851
2016-06-30,monthly_review,0.02582297,0.00648475,0.00612613,False,513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;518880.SS:0.1429;511010.SS:0.2857,513500.SS:0.1424;513100.SS:0.1382;159920.SZ:0.1442;513030.SS:0.1364;518880.SS:0.1483;511010.SS:0.2844
2016-07-01,execution,0.01545014,0.00770818,0.00760723,False,513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;518880.SS:0.1429;511010.SS:0.4286,513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;518880.SS:0.1428;511010.SS:0.4209
2016-07-29,monthly_review,0.04817215,0.01943381,0.00735779,False,513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;518880.SS:0.1429;511010.SS:0.4286,513500.SS:0.1516;513100.SS:0.1485;159920.SZ:0.1453;518880.SS:0.1382;511010.SS:0.4091
2016-08-01,execution,0.00219292,0.00109646,0.00082261,False,513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;518880.SS:0.1429;511010.SS:0.2857,513500.SS:0.1430;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;518880.SS:0.1429;511010.SS:0.2846
2016-08-31,monthly_review,0.01839836,0.00532830,0.00081462,False,513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;518880.SS:0.1429;511010.SS:0.2857,513500.SS:0.1412;513100.SS:0.1435;159920.SZ:0.1482;513030.SS:0.1453;518880.SS:0.1388;511010.SS:0.2822
2016-09-01,execution,0.00854918,0.00422762,0.00386149,False,510300.SS:0.1429;510500.SS:0.1429;513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;518880.SS:0.1429,510300.SS:0.1428;510500.SS:0.1430;513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;518880.SS:0.1386
2016-09-30,monthly_review,0.02013649,0.00433075,0.00384492,False,510300.SS:0.1429;510500.SS:0.1429;513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;518880.SS:0.1429,510300.SS:0.1409;510500.SS:0.1417;513500.SS:0.1472;513100.SS:0.1433;159920.SZ:0.1443;513030.SS:0.1394;518880.SS:0.1394
2016-10-31,monthly_review,0.02567226,0.00836612,0.00379075,False,510300.SS:0.1429;510500.SS:0.1429;513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;518880.SS:0.1429,510300.SS:0.1420;510500.SS:0.1420;513500.SS:0.1512;513100.SS:0.1435;159920.SZ:0.1424;513030.SS:0.1403;518880.SS:0.1348
2016-11-30,monthly_review,0.05970271,0.02015506,0.00370364,True,510300.SS:0.1429;510500.SS:0.1429;513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;518880.SS:0.1429,510300.SS:0.1469;510500.SS:0.1418;513500.SS:0.1630;513100.SS:0.1448;159920.SZ:0.1395;513030.SS:0.1350;518880.SS:0.1253
2016-12-01,execution,0.00099545,0.00049772,0.00019027,False,510300.SS:0.1429;510500.SS:0.1429;513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;511010.SS:0.1429,510300.SS:0.1429;510500.SS:0.1429;513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;511010.SS:0.1424
2016-12-30,monthly_review,0.04282649,0.01345887,0.00019388,False,510300.SS:0.1429;510500.SS:0.1429;513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;511010.SS:0.1429,510300.SS:0.1347;510500.SS:0.1377;513500.SS:0.1364;513100.SS:0.1497;159920.SZ:0.1412;513030.SS:0.1563;511010.SS:0.1438
2017-01-26,monthly_review,0.06975123,0.01907494,0.00237224,True,510300.SS:0.1429;510500.SS:0.1429;513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;511010.SS:0.1429,510300.SS:0.1343;510500.SS:0.1353;513500.SS:0.1246;513100.SS:0.1531;159920.SZ:0.1460;513030.SS:0.1619;511010.SS:0.1423
2017-02-03,execution,0.01508140,0.00754070,0.00729648,False,510300.SS:0.1429;513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;511010.SS:0.2857,510300.SS:0.1429;513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;511010.SS:0.2782
2017-02-28,monthly_review,0.03388033,0.01232510,0.00715137,False,510300.SS:0.1429;513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;511010.SS:0.2857,510300.SS:0.1433;513500.SS:0.1471;513100.SS:0.1466;159920.SZ:0.1442;513030.SS:0.1382;511010.SS:0.2734
2017-03-01,execution,0.28593622,0.14285714,0.14265140,True,510300.SS:0.1429;510500.SS:0.1429;513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;518880.SS:0.1429,510300.SS:0.1428;510500.SS:0.1430;513500.SS:0.1428;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429
2017-03-31,monthly_review,0.29795052,0.14285714,0.14026000,True,510300.SS:0.1429;510500.SS:0.1429;513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;518880.SS:0.1429,510300.SS:0.1406;510500.SS:0.1390;513500.SS:0.1434;513100.SS:0.1449;159920.SZ:0.1433;513030.SS:0.1485
2017-04-28,monthly_review,0.31049761,0.14285714,0.14021019,True,510300.SS:0.1429;510500.SS:0.1429;513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;518880.SS:0.1429,510300.SS:0.1396;510500.SS:0.1351;513500.SS:0.1415;513100.SS:0.1457;159920.SZ:0.1451;513030.SS:0.1529
2017-05-02,execution,0.01229820,0.00614910,0.00568339,False,510300.SS:0.1429;513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;518880.SS:0.1429;511010.SS:0.1429,510300.SS:0.1429;513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;518880.SS:0.1430;511010.SS:0.1367
2017-05-31,monthly_review,0.02969264,0.00884328,0.00561300,False,510300.SS:0.1429;513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;518880.SS:0.1429;511010.SS:0.1429,510300.SS:0.1438;513500.SS:0.1391;513100.SS:0.1457;159920.SZ:0.1471;513030.SS:0.1441;518880.SS:0.1406;511010.SS:0.1340
2017-06-01,execution,0.00117538,0.00054673,0.00035327,False,510300.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;518880.SS:0.1429;511010.SS:0.2857,510300.SS:0.1429;513100.SS:0.1430;159920.SZ:0.1429;513030.SS:0.1429;518880.SS:0.1428;511010.SS:0.2852
2017-06-30,monthly_review,0.01857900,0.00790507,0.00035375,False,510300.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;518880.SS:0.1429;511010.SS:0.2857,510300.SS:0.1508;513100.SS:0.1381;159920.SZ:0.1435;513030.SS:0.1414;518880.SS:0.1398;511010.SS:0.2861
2017-07-03,execution,0.01336352,0.00661965,0.00658733,False,510300.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;511010.SS:0.4286,510300.SS:0.1428;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;511010.SS:0.4220
2017-07-31,monthly_review,0.03154431,0.01400541,0.00648023,False,510300.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;511010.SS:0.4286,510300.SS:0.1451;513100.SS:0.1447;159920.SZ:0.1480;513030.SS:0.1411;511010.SS:0.4146
2017-08-01,execution,0.00457815,0.00228907,0.00147389,False,510300.SS:0.1429;510500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;518880.SS:0.1429;511010.SS:0.1429,510300.SS:0.1430;510500.SS:0.1431;513100.SS:0.1430;159920.SZ:0.1430;513030.SS:0.1430;518880.SS:0.1430;511010.SS:0.1406
2017-08-31,monthly_review,0.01489524,0.00391431,0.00146826,False,510300.SS:0.1429;510500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;518880.SS:0.1429;511010.SS:0.1429,510300.SS:0.1448;510500.SS:0.1468;513100.SS:0.1408;159920.SZ:0.1422;513030.SS:0.1409;518880.SS:0.1430;511010.SS:0.1402
2017-09-29,monthly_review,0.02129441,0.00589282,0.00145516,False,510300.SS:0.1429;510500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;518880.SS:0.1429;511010.SS:0.1429,510300.SS:0.1442;510500.SS:0.1487;513100.SS:0.1405;159920.SZ:0.1404;513030.SS:0.1448;518880.SS:0.1410;511010.SS:0.1389
2017-10-31,monthly_review,0.02766506,0.00711181,0.00142970,False,510300.SS:0.1429;510500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;518880.SS:0.1429;511010.SS:0.1429,510300.SS:0.1475;510500.SS:0.1447;513100.SS:0.1448;159920.SZ:0.1417;513030.SS:0.1468;518880.SS:0.1373;511010.SS:0.1357
2017-11-01,execution,0.01420616,0.00706333,0.00676669,False,510300.SS:0.1429;510500.SS:0.1429;513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;511010.SS:0.1429,510300.SS:0.1428;510500.SS:0.1430;513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1428;513030.SS:0.1429;511010.SS:0.1358
2017-11-30,monthly_review,0.02650514,0.00731037,0.00675821,False,510300.SS:0.1429;510500.SS:0.1429;513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;511010.SS:0.1429,510300.SS:0.1429;510500.SS:0.1369;513500.SS:0.1437;513100.SS:0.1447;159920.SZ:0.1466;513030.SS:0.1429;511010.SS:0.1355
2017-12-01,execution,0.00075863,0.00036612,0.00016883,False,510300.SS:0.1429;513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;511010.SS:0.2857,510300.SS:0.1430;513500.SS:0.1429;513100.SS:0.1428;159920.SZ:0.1429;513030.SS:0.1429;511010.SS:0.2853
2017-12-29,monthly_review,0.00618605,0.00177908,0.00016870,False,510300.SS:0.1429;513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;511010.SS:0.2857,510300.SS:0.1435;513500.SS:0.1444;513100.SS:0.1420;159920.SZ:0.1435;513030.SS:0.1411;511010.SS:0.2853
2018-01-31,monthly_review,0.02231436,0.00698088,0.00173993,False,510300.SS:0.1429;513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;511010.SS:0.2857,510300.SS:0.1463;513500.SS:0.1433;513100.SS:0.1431;159920.SZ:0.1482;513030.SS:0.1387;511010.SS:0.2787
2018-02-28,monthly_review,0.01931581,0.00853135,0.00179072,False,510300.SS:0.1429;513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;511010.SS:0.2857,510300.SS:0.1417;513500.SS:0.1437;513100.SS:0.1458;159920.SZ:0.1437;513030.SS:0.1343;511010.SS:0.2890
2018-03-01,execution,0.11000308,0.05492572,0.00483035,True,510300.SS:0.1429;513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;511010.SS:0.4286,510300.SS:0.1428;513500.SS:0.1429;513100.SS:0.1428;159920.SZ:0.1428;513030.SS:0.0502;511010.SS:0.3736
2018-03-30,monthly_review,0.10944400,0.04977963,0.00494237,True,510300.SS:0.1429;513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;511010.SS:0.4286,510300.SS:0.1406;513500.SS:0.1403;513100.SS:0.1402;159920.SZ:0.1408;513030.SS:0.0498;511010.SS:0.3834
2018-04-02,execution,0.00353342,0.00176671,0.00173753,False,513100.SS:0.1429;511010.SS:0.8571,513100.SS:0.1429;511010.SS:0.8554
2018-04-27,monthly_review,0.00718301,0.00359150,0.00171585,False,513100.SS:0.1429;511010.SS:0.8571,513100.SS:0.1447;511010.SS:0.8536
2018-05-02,execution,0.00273592,0.00136796,0.00128561,False,513100.SS:0.1429;159920.SZ:0.1429;511010.SS:0.7143,513100.SS:0.1429;159920.SZ:0.1429;511010.SS:0.7129
2018-05-31,monthly_review,0.01588832,0.00692979,0.00127702,False,513100.SS:0.1429;159920.SZ:0.1429;511010.SS:0.7143,513100.SS:0.1495;159920.SZ:0.1418;511010.SS:0.7074
2018-06-01,execution,0.28573728,0.14285714,0.13918666,True,513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;511010.SS:0.5714,513100.SS:0.1429;159920.SZ:0.1428;511010.SS:0.5751
2018-06-29,monthly_review,0.30848670,0.14285714,0.14511958,True,513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;511010.SS:0.5714,513100.SS:0.1485;159920.SZ:0.1315;511010.SS:0.5749
2018-07-02,execution,0.01041669,0.00520834,0.00511070,False,513500.SS:0.1429;513100.SS:0.1429;511010.SS:0.7143,513500.SS:0.1429;513100.SS:0.1429;511010.SS:0.7091
2018-07-31,monthly_review,0.03240573,0.01620286,0.00500591,False,513500.SS:0.1429;513100.SS:0.1429;511010.SS:0.7143,513500.SS:0.1485;513100.SS:0.1484;511010.SS:0.6981
2018-08-01,execution,0.28571429,0.14285714,0.14257027,True,513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;513030.SS:0.1429;511010.SS:0.4286,513500.SS:0.1429;513100.SS:0.1429;159920.SZ:0.1429;511010.SS:0.4287
